NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Study Design,Start Date,Completion Date,Locations
NCT05479409,Neoadjuvant Radiation in Locally Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT05479409,,RECRUITING,The purpose of this study is to determine whether neoadjuvant radiation therapy is effective in improving local-regional control and to explore predictors of response to treatment in inoperable breast cancer patients after 2-6 courses of neoadjuvant chemotherapy.,NO,Breast Neoplasms,RADIATION: Neoadjuvant radiotherapy,"Pathological response rate, only for operable patients, 1 year|Fbjective response rate(ORR), for inoperable patients, 3 year|Event free survival(EFS), for all patients, 3 year","Time to progression, including local-regional recurrence, disease-free survival, overall survival, 3 year|Radiation Toxicity, using CTCAE 4.0 and RTOG classification, 6 months","Biologic predictor for treatment response, biopsies of the original tumor before treatment for future molecular biology studies in LABC, before treatment|The role of ultrasound in predicting treatment response, shear wave elastography(SWE) technology, before and 1 month after treatment",Fudan University,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-03-01,2025-12,"Fudan University Shanghai Cancer Center, Shanghai, Shanghai, 200032, China"
NCT06195709,ECLECTIC: EstroTEP and Circulating Biomarkers for ER-positive HER2-negative Metastatic Breast Cancer Patients,https://clinicaltrials.gov/study/NCT06195709,ECLECTIC,RECRUITING,"Eclectic is a strategy trial; once the class of treatment (endocrine therapy or chemotherapy) has been allocated according to 16α-18F-fluoro-17β-oestradiol (18F-FES) Positron Emission Tomography/Computed Tomography (PET/CT) results and circulating tumor biomarkers, clinicians will decide which treatment to use.",NO,Breast Carcinoma,COMBINATION_PRODUCT: Endocrine therapy|COMBINATION_PRODUCT: Endocrine therapy combined with the local treatment of FES-negative lesions|COMBINATION_PRODUCT: Chemotherapy,"Progression-free survival (PFS), PFS is defined as the time from randomization to progression (per RECIST 1.1) or death, among randomized patients., 54 months","Progression-Free survival (PFS), PFS is defined as the time from randomization to progression (per PERCIST 1.0) or death, among randomized patients with available Positron Emission Tomography Response Criteria in Solid Tumors (PERCIST) evaluation., 54 months|Overall survival (OS), OS is defined as the time from the date of randomization to the date of death due to any cause, among randomized patients (arms B and C), 54 months|Objective response rate (ORR), ORR is defined as the proportion of patients who have achieved complete response (CR) or partial response (PR) based on local investigator assessment, among randomized patients with measurable disease at baseline,, 54 months|Clinical benefit rate (CBR), CBR at 24 weeks is defined as the proportion of randomized patients who have achieved either a confirmed complete or partial response, or stable disease for at least 24 weeks after treatment start based on local investigator assessment., 24 weeks|Efficacy criteria: PFS at 24 weeks, PFS at 24 weeks will be evaluated in patients allocated to arm A., 24 weeks|Efficacy criteria: OS at 24 weeks, OS at 24 weeks will be evaluated in patients allocated to arm A., 24 weeks|Efficacy criteria: ORR at 24 weeks, ORR at 24 weeks will be evaluated in patients allocated to arm A., 24 weeks|Efficacy criteria: CBR at 24 weeks, CBR at 24 weeks will be evaluated in patients allocated to arm A., 24 weeks|Safety and toxicity and their relationship to study treatment, Incidence, nature and severity of adverse events (AEs) graded according to NCI CTCAE v5.0, 54 months|EORTC Core Quality of Life questionnaire (EORTC QLQ-C30) after 2 months of treatment, Questionnaire to measure physical, psychological and social functions. The questionnaire is composed of multi-item scales and single items range from 0 to 100. A higher score represents better function and a higher quality of life., 2 months",,Institut Curie,Zionexa,FEMALE,"ADULT, OLDER_ADULT",PHASE3,300,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-04-17,2029-08-15,"Centre Oscar Lambret, Lille, 59000, France|Centre Leon Bérard, Lyon, 69008, France|Institut Paoli-Calmettes, Marseille, 13009, France|Institut du Cancer Montpellier, Montpellier, 34298, France|Institut Curie, Paris, 75005, France|Centre Eugène Marquis, Rennes, 35042, France|Institut Curie, Saint-Cloud, 92210, France|Bruno MAUCHERAT, Saint-Herblain, 44805, France"
NCT06285747,"A Correlational Study: Breast Cancer-related Chest Wall Lymphedema, Quality of Life, and Shoulder Function",https://clinicaltrials.gov/study/NCT06285747,,RECRUITING,This study evaluates how swelling in the chest following breast cancer treatment may affect patients' quality of life and shoulder function.,NO,Breast Carcinoma,OTHER: Non-Interventional Study,"Chest wall lymphedema, Assessed using the the MoistureMeterD Compact, handheld device by Delfin Technologies., Baseline|Quality of life - Limb Lymphoedema Quality of Life (LymQOL), Assessed using the Limb Lymphoedema Quality of Life (LymQOL) Tool, a patient reported outcome measure comprised of 20 questions. Responses for questions 1-19 are: not at all, a little, quite a bit, a lot, or N/A with free-text fields for participants to include examples. Question 20 is answered on a 1-10 scale. Higher scores generally indicate better quality of life., Baseline|Disability of the shoulder - Disabilities of the Arm, Shoulder and Hand (DASH), Assessed using the Disabilities of the Arm, Shoulder and Hand (DASH) Questionnaire. Questions are answered with a scale of 1-5 with varying values assigned to the numbers (e.g., not at all, slightly, moderately, quite a bit, extremely). Higher scores indicate greater disability., Baseline",,,Mayo Clinic,,FEMALE,"CHILD, ADULT, OLDER_ADULT",,85,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-07-28,2025-08-01,"Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT06036875,CARE: Cancer Risk Perception and Women of Color,https://clinicaltrials.gov/study/NCT06036875,,RECRUITING,This study examines patient understanding of current and lifetime risk for breast cancer in women of color from diverse racial and ethnic backgrounds.,NO,Breast Carcinoma,OTHER: Non-Interventional Study,"Perception of risk, Measured using a 0-100% response (percent lifetime risk) and a 5-point verbal scale ranging from 'very low' to 'very high' (ordinal lifetime risk). Participants will also be asked to assess their risk compared to women their age with the response options of 'much lower', 'about the same', and 'much higher' (comparative risk likelihood)., Baseline (at enrollment)",,,Mayo Clinic,,FEMALE,ADULT,,340,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-02-23,2028-02-23,"Mayo Clinic in Arizona, Scottsdale, Arizona, 85259, United States|Mayo Clinic in Florida, Jacksonville, Florida, 32224-9980, United States"
NCT06171607,Contrast Enhanced Ultrasound Medical Imaging for Identifying Breast Masses,https://clinicaltrials.gov/study/NCT06171607,,RECRUITING,This clinical trial investigates the role of contrast enhanced ultrasound (CEUS) in identifying cystic breast masses as benign or malignant. Ultrasound is a diagnostic imaging test that uses sound waves to make pictures of the body without using radiation (x-rays). Ultrasounds are widely used to diagnose many diseases in the body. This trial may help researchers learn if using CEUS will help in determining whether or not an ultrasound guided biopsy is necessary.,NO,Breast Carcinoma,PROCEDURE: Contrast-Enhanced Ultrasound|DRUG: Perflutren Lipid Microspheres|DRUG: Sulfur Hexafluoride Lipid Microspheres,"Radiomics-based ML-classifier framework, The performance of radiomics-based ML classifier framework will be compared to the performance of the TIC metrics. The joint performance of radiomics and TIC analysis will be compared to their individual performances. The classifier performance will be assessed using the area under curve (AUC). The Z-test will be used to compare the difference between the area under the curves 1) AUCboth versus (vs.) AUCradiomic 2) AUCboth vs. AUCTIC 3) AUCTIC vs. AUCradiomic., Up to 12 months|Performance of radiomics-based ML approach to prevent unnecessary biopsies, Will assess the percentage of benign cases that can be classified as benign by ML (Specificity) thus been prevented from biopsy. Will select the diagnostic cut-off point based on the ROC curve constructed from the predicted probability. Such a cut-off point will result in a maximal sensitivity (100%). Specificity with 95% Clopper Pearson confidence interval will be obtained., Up to 12 months",,,University of Southern California,National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",PHASE1,100,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-11-05,2025-11-05,"Los Angeles County-USC Medical Center, Los Angeles, California, 90033, United States|USC / Norris Comprehensive Cancer Center, Los Angeles, California, 90033, United States"
NCT05787834,Home-based Respiratory Muscle Training for Minimizing Side Effects in Patients Undergoing Treatment for Breast Cancer,https://clinicaltrials.gov/study/NCT05787834,,RECRUITING,"This clinical trial evaluates whether home-based respiratory muscle training is useful for minimizing side effects in patients undergoing treatment for breast cancer. Over-activation of the nervous system during breast cancer treatment can result in heart- and lung-related side effects which have the potential to reduce a patient's quality of life. Aerobic exercise can help prevent the development of these side effects. However, engaging in regular aerobic exercise may be difficult for breast cancer patients who are actively undergoing treatment. Respiratory muscle training (RMT) involves a series of breathing and other exercises that are performed to improve the function of the respiratory muscles through resistance and endurance training. Home-based RMT may represent a more feasible approach for reducing side effects in patients undergoing treatment for breast cancer.",NO,Breast Carcinoma,OTHER: Best Practice|OTHER: Medical Device Usage and Evaluation|PROCEDURE: Respiratory Muscle Training|OTHER: Survey Administration,"Proportion of patients who participate in the study, Up to 12 weeks|Proportion of patients who remain on study, Up to 12 weeks|Proportion of patients who perform >= 3 respiratory muscle training (RMT) sessions/week, Overall compliance rates (compliance at all time points) will be estimated using 90% confidence intervals. Additionally, compliance status will be modeled as a function of time (e.g., week), and pre-specified exogenous factors (e.g., baseline age, performance status, self-reported history of exercise, breast cancer (BC) treatment received, treatment side-effects) using a generalized estimating equation (GEE) logistic regression model (auto-regressive covariance structure). Estimates of compliance rates will be obtained by time-point and tests about the appropriate contrasts of model estimates will be used to determine if there is a time trend., Up to 12 weeks|Proportion of patients who perform > 70% of their RMT sessions, Adherence rates (completion of \>= 70% of sessions) will be estimated using 90% confidence intervals. Additionally, compliance status will be modeled as a function of time (e.g., week), and pre-specified exogenous factors (e.g., baseline age, performance status, self-reported history of exercise, BC treatment received, treatment side-effects) using a GEE logistic regression model (auto-regressive covariance structure). Estimates of compliance rates will be obtained by time-point and tests about the appropriate contrasts of model estimates will be used to determine if there is a time trend., Up to 12 weeks","Change in Functional Capacity, Six minute walking test is a functional test of sub-maximum cardiorespiratory capacity., At baseline, 6 weeks, and 12 weeks|Change in Lower body strength, The Short Physical Performance Battery - PPB is comprised of 3 tasks: a hierarchial standing balance test (side by side, semi-tandem and tandem), 4-m habitual gait speed, and 5 sit to stand from a chair. Each task is scored (based on time) from 0-4 Points (p) and then summarized into a total score of 0-12 p, where 12 p represents the highest performance., At baseline, 6 weeks, and 12 weeks|Assess Dyspnea, Dyspnea will be measured by the Dyspnea-12 questionnaire which contains 12 items on a scale of 0(none), mild (1) and Severe (3) and evaluates the physical and affective dimensions of dyspnea. Higher scores represent greater severity., At baseline, 6 weeks, and 12 weeks|Assess Fatigue, Fatigue will be measured using the Brief Fatigue Inventory (BFI). Each item is scored 1 (no fatigue) to 10 (as bad as you can imagine) to assess the severity of fatigue and its impact on daily functioning. A global fatigue score is obtained by averaging all the items (1-3: mild, 4-7: moderate, 8-10: severe), At baseline, 6 weeks, and 12 weeks|Change in Quality of life, Quality of life collected by the EORTC Core Quality of Life Questionnaire (EORTC-QLQ-30) - a 30 question questionnaire with lower higher scores indicating a positive situation., At baseline, 6 weeks, and 12 weeks|Sleep quality, Will be measured by the Pittsburg Sleep Quality Index a self reported inventory to measure sleep quality. Questions are answered on 0-3 scale with higher scores indicating greater sleep pathology., At baseline, 6 weeks, and 12 weeks|Anxiety, The Beck Anxiety Score is a measurement on a scale from 0 to 63 obtained by using the Beck Anxiety Inventory tool to assess symptoms of anxiety. A higher score correlates to increased anxiety whereas a lower score expresses a lower amount of anxiety., At baseline, 6 weeks, and 12 weeks|Self-reported measures of stress, Stress will be measured by the Perceived Stress Scale. The scale measures the degree to which one perceives situations in one's life as stressful on a Likert Scale of 0 to 4 with 0 indicating never, and 4 indicating very often. Higher scores indicate higher levels of perceived stress, At baseline, 6 weeks, and 12 weeks|Self-reported measures of depression, Will be measured by the Centers for Epidemiology Studies Depression Scale used as a screen to identify clinically significant depression; a cutoff score of greater than 16 has been shown to correlate with clinically significant depression. In addition, a score between 8 and 15 has been used to define subsyndromal depression. The possible range of scores is zero to 60, with the higher scores indicating more symptoms, weighted by frequency of occurrence during the past week., At baseline, 6 weeks, and 12 weeks|Measures of fitness, Will be measured with a submaximal exercise test. A 6 minute cycling exercise test., At baseline, 6 weeks, and 12 weeks",,Roswell Park Cancer Institute,,ALL,"ADULT, OLDER_ADULT",NA,130,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-10-16,2029-10-16,"Roswell Park Cancer Institute, Buffalo, New York, 14263, United States"
NCT05642104,The Detection of Cell-in-cell Structure (CICs) in Patients With Breast Cancer Undergoing Neoadjuvant Chemotherapy,https://clinicaltrials.gov/study/NCT05642104,,RECRUITING,"Breast cancer is the most common malignant tumor in women worldwide and neoadjuvant therapy has been the standard care for local advanced breast cancer. Moreover, neoadjuvant therapy undoubtedly provides an ideal model to evaluate the response to therapy. Cell-in-cell structures (CICs) refer to the presence of one or more cells inside host cell, which generally leads to the death of inner cells. Notably, established evidences indicated that CICs were present in breast cancer and tend to impact patient survival. However, whether CICs profile could predict efficacy of therapy remains unclear. In this prospective cohort study, the CICs number and profile will be detected in tumor tissue before and after the neoadjuvant therapy. Then the association between CICs number including dynamic changing and response rate will be explored.",NO,Breast Neoplasms,DRUG: Neoadjuvant therapy,"pCR(complete pathological response), no invasive malignant cells identifiable in sections from the site of the tumor（Miller-Payne grades 5） the Miller-Payne grades 4 and 5 patients are grouped as responders., Up to 24 weeks.|Objective response rate (ORR), Response Evaluation Criteria in Solid Tumors (RECIST)：Progressive Disease (PD); Partial Response (PR); Complete Response (CR); Stable Disease (SD) Objective response rate (ORR), defined as the proportion of patients with a complete response (CR) partial response (PR) to treatment., Up to 24 weeks.|Quantification of CIC structure in tumor tissue, CICs number and subtypes in tumor tissue (Core needle biopsy specimens before and after neoadjuvant therapy and surgical specimens based on neoadjuvant therapy.), Up to 24 weeks.",,"Disease-free survival (DFS), It refers to the length of time from the start of medication after enrollment to the death of the patient because of the recurrence, distant metastasis of the disease, invasive contralateral breast cancer, or any other cause., Within 5 years after surgery|Overall survival (OS), It refers to the length of time from the start of treatment to the death of the patient., Within 10 years after surgery|CEA(carcinoembryonic antigen), Counts of international units per milliliter (IU/mL) of tumor marker CEA, Up to 24 weeks.|CA125(Carbohydrate antigen125), Counts of international units per milliliter (IU/mL) of tumor marker CA 125, Up to 24 weeks.|CA199(Carbohydrate antigen199), Counts of international units per milliliter (IU/mL) of tumor marker CA 199, Up to 24 weeks.","Beijing Shijitan Hospital, Capital Medical University",,FEMALE,"ADULT, OLDER_ADULT",,175,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-10-01,2024-10-01,"Beijing Shijitan Hospital, Capital Medical University, Beijing, Beijing, 100038, China"
NCT02476786,Endocrine Treatment Alone for Elderly Patients With Estrogen Receptor Positive Operable Breast Cancer and Low Recurrence Score,https://clinicaltrials.gov/study/NCT02476786,,RECRUITING,"Multiple neoadjuvant endocrine trials demonstrate that women with good prognosis tumors can be identified. These trials have also demonstrated that there are not adverse effects on overall outcome if women are treated with neoadjuvant endocrine therapy for several months prior to definitive treatment. A new standard of care needs to be defined for elderly women with good prognosis estrogen receptor (ER)+ tumors, since these women may benefit from endocrine therapy alone to treat their cancer without compromising local and distant control. The investigators hypothesize that endocrine therapy alone provides adequate local and systemic control of breast cancer in a subpopulation of women 70 or older with ER+ breast cancer and low Ki67 scores.",NO,Breast Cancer|Cancer of Breast|Breast Neoplasms|Cancer of the Breast,BEHAVIORAL: FACT-B|DRUG: Goserelin|DRUG: Anastrozole|DRUG: Exemestane|DRUG: Fulvestrant|DRUG: Tamoxifen|OTHER: Archived tissue collection,"Response rate, * Response and progression will be evaluated in this study using the new international criteria proposed by the revised Response Evaluation Criteria in Solid Tumors (RECIST) guideline (version 1.1) \[Eur J Ca 45:228-247, 2009\].
* In each RECIST response category Oncotype DX scores will be summarized with mean, standard deviation, minimum, 1st, 2nd (median) and 3rd quartiles, and maximum values. OncotypeDx scores range from 0 to 100, with scores \<18 indicating low risk., 6 months","Breast cancer-specific survival, 6 months|Breast cancer-specific survival, 1 year|Breast cancer-specific survival, 2 years|Rate of overall survival, 5 years",,Washington University School of Medicine,"Genomic Health®, Inc.",FEMALE,OLDER_ADULT,PHASE2,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-01-17,2030-01-31,"Washington University School of Medicine, Saint Louis, Missouri, 63110, United States"
NCT06060561,Genetic Testing to Improve Management of Patients Undergoing Breast Biopsy,https://clinicaltrials.gov/study/NCT06060561,,RECRUITING,This study evaluates genetic testing to improve risk assessment and advance efforts to develop precision management for breast cancer by studying saliva samples for genotyping and evaluate associations with pathologic diagnoses and detailed pathologic and radiologic features.,NO,Breast Carcinoma,OTHER: Non-Interventional Study,"Number of subjects consented per month, Will be assessed by the percentage of eligible patients consented., Baseline; Up to study completion (approximately 5 years)|Deoxyribonucleic acid (DNA) quantity, Will analyze DNA from saliva sample to assess quantity for a validated polygenic risk score (PRS) for breast cancer., Up to study completion (approximately 5 years)|Deoxyribonucleic acid (DNA) quality, Will analyze DNA from saliva sample to assess quality for a validated PRS for breast cancer., Up to study completion (approximately 5 years)|Ability to perform genotyping using collected sample, Will perform genotyping on collected saliva sample using the Infinium Global Diversity Array test to generate a validated polygenic risk score (PRS) for breast cancer. Test results will be reviewed to assess whether the saliva sample contains enough (quantity) viable (quality) deoxyribonucleic acid (DNA) to provide accurate genotype results., Up to study completion (approximately 5 years)|Success in estimation of polygenic risk score (PRS), Medical records will be reviewed and compared with study findings to determine success of PRS estimation., Up to study completion (approximately 5 years)",,,Mayo Clinic,,FEMALE,"ADULT, OLDER_ADULT",,500,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-05-30,2028-06-30,"Mayo Clinic in Florida, Jacksonville, Florida, 32224-9980, United States"
NCT06055881,Primary Breast Oligoprogressive Sites Treated With Radiotherapy to Obviate the Need to Change Systemic Therapy (BOSS),https://clinicaltrials.gov/study/NCT06055881,,RECRUITING,"This study assesses if metastasis-directed radiation therapy (Stereotactic body radiation therapy - SBRT) can delay a change in systemic therapy, and if circulating tumor cells in the bloodstream can help guide treatment options in metastatic breast cancer patients with progressive disease.",NO,Breast Carcinoma,OTHER: Non-Interventional Study,"Freedom from a change in systemic therapy, Freedom from a change in systemic therapy defined as no change in systemic therapy at 6 months after radiotherapy and patient survival at 6 months after radiotherapy. Treatment failure would indicate that there is no longer stability of systemic therapy (and thereby requires a change in systemic therapy to a different agent)., At 6 months",,,Mayo Clinic,,FEMALE,"ADULT, OLDER_ADULT",,45,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-10-23,2025-10-30,"Mayo Clinic in Arizona, Scottsdale, Arizona, 85259, United States|Mayo Clinic in Florida, Jacksonville, Florida, 32224, United States|Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT05747794,Study in Metastatic Breast Cancer Patients Receiving Eftilagimod Alpha or Placebo in Combination With Paclitaxel Chemotherapy,https://clinicaltrials.gov/study/NCT05747794,AIPAC-003,RECRUITING,"The goal of this clinical trial is to compare the safety and efficacy of eftilagimod alpha (efti) in combination with paclitaxel standard of care chemotherapy in participants with metastatic breast cancer.

The main questions it aims to answer are:

* What is the optimal biological dose (OBD) of efti in combination with weekly paclitaxel chemotherapy?
* Can efti combined with weekly paclitaxel chemotherapy prolong overall survival in participants with metastatic breast cancer if compared to weekly paclitaxel chemotherapy alone?

In the first component of the trial (phase 2, lead-in) researchers will compare two groups (different dose levels of efti in combination with standard chemotherapy) to see if the treatment is safe and well tolerated and evaluate which is the optimal biological dose. In the second component of the trial (phase 3) researchers will assess if the treatment of metastatic breast cancer with the optimal biological dose of efti in combination with paclitaxel is superior compared to chemotherapy alone (placebo-controlled).

The treatment concept of each trial component consists of a chemo-immunotherapy phase followed by an immunotherapy phase. In the first phase participants will be treated with efti plus paclitaxel chemotherapy or placebo plus paclitaxel chemotherapy. After completion of the chemotherapy per standard of care, participants will be treated with the study agent alone.",NO,Breast Carcinoma,BIOLOGICAL: eftilagimod alpha|DRUG: Paclitaxel|OTHER: placebo,"Determination of Overall survival (OS), Until trial end, death, withdrawal of consent or lost to follow-up, assessed up to 60 months|Determination of the Optimal Biological Dose (OBD), Up to 15 months|Frequency of adverse events (AEs), Up to 15 months|Severity of adverse events (AEs), Up to 15 months|Duration of adverse events (AEs), Up to 15 months|Occurrence of dose-limiting toxicities (DLTs), Up to 15 months|Occurrence of clinically relevant abnormalities in vital signs, Up to 15 months|Occurrence of clinically relevant abnormalities in physical examinations, Up to 15 months|Occurrence of clinically relevant abnormalities in 12-lead ECGs, Up to 15 months|Occurrence of clinically relevant abnormalities in safety laboratory assessments, Up to 15 months","Determination of Progression Free Survival (PFS), based on RECIST, v1.1, Until occurrence of progressive disease, or the start of any further next line anticancer treatment, or until the end of the trial for any other reason, assessed up to 60 months|Evaluation of Objective Response Rate (ORR) based on RECIST v1.1, Until occurrence of progressive disease, or the start of any further next line anticancer treatment, or until the end of the trial for any other reason, assessed up to 60 months|Changes from baseline in quality of life (QOL) as assessed by questionnaire of European Organisation for Research and Treatment of Cancer (EORTC) QLQ-C30, EORTC QLQ-C30 is a 30-item self-administered cancer specific questionnaire designed to measure QOL in the cancer population, Up to 13 months|PK parameter: area under the curve (AUC) (dose optimization lead-in only), Up to 4 months|PK parameter: peak serum concentration (Cmax) (dose optimization lead-in only), Up to 4 months|PK parameter: time to reach Cmax (tmax) (dose optimization lead-in only), Up to 4 months|PK parameter: systemic clearance (CL) (dose optimization lead-in only), Up to 4 months|PK parameter: elimination half-life (t1/2) (dose optimization lead-in only), Up to 4 months|PK parameter: volume of distribution (VD) (dose optimization lead-in only), Up to 4 months",,Immutep S.A.S.,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,849,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-05-22,2027-07-31,"The Oncology Institute, Whittier, California, 90602, United States|The George Washington University Cancer Center, Washington, District of Columbia, 20037, United States|Carolina Blood and Cancer Care Associates, Rock Hill, South Carolina, 29723, United States|Oncology Consultants, Houston, Texas, 77024, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States|AZ Sint-Jan Brugge Oostende av, Brugge, Belgium|Cliniques Universitaires Saint-Luc, Brussel, 1200, Belgium|Grand Hopital de Charleroi - Hopital Notre Dame, Charleroi, 6000, Belgium|Universitair Ziekenhuizen Antwerpen, Edegem, 2650, Belgium|Centre Hospitalier de l'Ardenne, Libramont, 6800, Belgium|Clinique Saint-Pierre- Ottignies, Ottignies-Louvain-la-Neuve, Belgium|Institut Català d'Oncologia, Badalona, 08916, Spain|VHIO - Hospital Vall d'Hebron, Barcelona, 08035, Spain|Hospital Clinic de Barcelona, Barcelona, 08036, Spain|Parc Taulí Hospital Universitari, Barcelona, 08208, Spain|Hospital Universitario Reina Sofia, Córdoba, 14004, Spain|Hospital Universitario de Jaén, Jaén, 23007, Spain|Unidad Ensayos Clínicos Oncología Fundació IRB Lleida, Lleida, 25196, Spain|START Madrid - FJD, Hospital Fundación Jiménez Diaz, Madrid, 28040, Spain|Hospital Universitario La Paz, Madrid, 28046, Spain"
NCT05704283,3D Ultrasound for the Imaging of Axillary Lymph Nodes in Patients With Breast Cancer,https://clinicaltrials.gov/study/NCT05704283,,RECRUITING,This early phase I studies how well a new 3D ultrasound (3D-US) imaging technology works in evaluating axillary lymph nodes in patients with breast cancer. Ultrasound uses high-frequency sound waves to generate images of the body.,NO,Breast Carcinoma,DEVICE: Ultrasound Imaging,"Axillary lymph node (ALN) diagnosis by radiologist (benign or malignant) (Aim 2), Will characterize the ALN as benign or malignant by reviewing images from each imaging technique based on clinical criteria including node size, shape, margin, cortical thickness, stiffness, and vascularity obtained from B-mode, shear wave elastography, and Doppler imaging. Histopathology results will be used as the ground truth to measure the sensitivity and specificity of each ultrasound technology for distinguishing between benign and malignant ALNs. The overall agreement of the new 3dimensional (D)-ultrasound (US) method with the biopsy result will be compared to that for 2D-US using McNemar's test. For clipped ALNs, the performance of 2D and 3D-US will be compared for localizing the clips. A numerical score system will be used for quantifying the performance of clip localization, with significant improvement in scores determined using the Freeman-Halton extension of the Fisher exact test. In all cases, we will consider two-tailed p \< 0.05 as statistically significant., Up to 2 years",,,Mayo Clinic,National Cancer Institute (NCI)|National Institute for Biomedical Imaging and Bioengineering (NIBIB),FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-02-14,2025-04-01,"Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
